turn_id;utterance;speaker;intents
14;There will be 8 of us.;USER;book_hotel,
15;Your room is booked, ref #XYQTB77Q . Can I help you with anything else today?;SYSTEM;
16;that is all i needed for today. have a good day;USER;
17;Wonderful! I hope you enjoy your trip.;SYSTEM;
0;I'm looking for a park in the centre of town.;USER;find_attraction,
1;Cambridge University Botanic Gardens is the park you are looking for then. It charges and entrance fee of 4 pounds .;SYSTEM;
2;Can I have the phone number?;USER;find_attraction,
3;The phone number is 01223336265.;SYSTEM;
4;I also need a train leaving on Sunday.;USER;find_train,
5;Got a destination or departure site in mind?;SYSTEM;
6;I would be departing from cambridge and going to the airport.;USER;find_train,
7;What time would you like to leave or arrive?;SYSTEM;
8;I want to arrive by 10 AM.;USER;find_train,
9;I have several options would you like me to book something for you?;SYSTEM;
10;No, I would just like to know how much the tickets are and how long the trip lasts.;USER;find_train,
11;Okay the price for a train ticket will be 8.08 pounds for 28 minute ride.;SYSTEM;
12;Great thank you. That's all I needed.;USER;
13;Wonderful! Have a great time!;SYSTEM;
0;I want to book a train. List all tuesday departures to cambridge.;USER;find_train,find_hotel,
1;There are over 200 departures to cambridge on Tuesday, do you have a specific departure place or time?;SYSTEM;
2;My departure point is Kings Lynn and I need to arrive at Cambridge by 13:45;USER;find_train,
3;TR2616 departs at 09:11 would that work? How many tickets would you like to purchase?;SYSTEM;
4;Yes please book that for one person and give me the reference number.;USER;book_train,
5;Booking was successful, the total fee is 9.8 GBP payable at the station . Reference number is : TT953CJR . Can I help you with anything else today?;SYSTEM;
6;I am also looking for a place to stay.;USER;find_hotel,
7;What are would you like to stay in?;SYSTEM;
8;meh doesn't really matter. just moderately priced...;USER;find_hotel,
9;I also have many pricing options and amenity options. Could you give me some direction?;SYSTEM;
10;Sure 4 star, nothing but the best, free wifi moderately priced and free parking too;USER;find_hotel,
11;May I reccommend Acorn Guest House? It is moderately priced and fits all your criteria. Would you like me to reserve you any rooms?;SYSTEM;
12;Yes please. Book it for 3 nights starting Tuesday. I'm traveling solo so just make it a booking for 1.;USER;book_hotel,book_train,
13;Booking was successful. Reference number is : 8OE7IXND . Is there anything else I can help you with today?;SYSTEM;
14;Thank you that is all I needed today.;USER;
15;Have a great evening. Bye.;SYSTEM;
0;Hello, I am looking for a Korean restaurant in the centre. Could you help me with that?;USER;find_restaurant,find_attraction,
1;I have one restaurant name little seoul in the expensive price range. would you like me to book it?;SYSTEM;
2;Are there any other choice? If not I would like to get a table on Wensday at 12 for 1 please.;USER;book_restaurant,
3;I looked and this was the only restaurant serving korean food. I have booked you a table. The table will be reserved for 15 minutes. Ref# WH331DNY . Any thing else?;SYSTEM;
4;Are there any places to go in the same area as the restaurant?;USER;find_attraction,
5;There are dozens of places to go in city centre. What type of attraction are you interested in today?;SYSTEM;
6;I don't really mind, as long as it is near the restaurant. What looks good to you?;USER;book_restaurant,find_attraction,
7;I would like to suggest all saints church located in the centre. Is that okay?;SYSTEM;
8;Yes that is fine can you please provide the postcode?;USER;find_attraction,
9;The postcode is cb58bs. Is there anything else I can help with?;SYSTEM;
10;I also need a taxi to go between them and need it to arrive at the restaurant by the booked time.;USER;find_taxi,
11;I have booked a cab to take you to the restaurant when you leave All Saint's Church. The booked car type is a yellow volkswagen. The contact number is 07396045902.;SYSTEM;
12;Thanks so much, that's all I need today!;USER;
13;My pleasure. Have a great day.;SYSTEM;
14;Goodbye again, thanks for your help.;USER;
15;It's no problem, contact us again any time.;SYSTEM;
0;Hi, could you help me with some information on a particular attraction?;USER;find_attraction,
1;Absolutely! What attraction were you thinking of?;SYSTEM;
2;It is called Nusha. Can you tell me a little bit about it?;USER;find_attraction,
3;I certainly can. Nusha is categorized as an entertainment attraction, and is located in the south side.;SYSTEM;
4;Thank you. Please get me information on a particular restaurant called thanh binh;USER;find_restaurant,
5;Thanh Binh a vietnamese restaurant located at 17 Magdalene Street City Centre cd30af, their phone number is 01223362456.;SYSTEM;
6;Thanks, please make a reservation there for 6 people at 17:15 on saturday.;USER;book_restaurant,
7;Your reference number is DKB62V27 . Do you need anything else?;SYSTEM;
8;No I think that's everything! Goodbye!;USER;
9;Thank you too.;SYSTEM;
0;I am looking to get on a train that departs from Ely on Thursday;USER;find_train,find_hotel,
1;There are 10 results of trains departing from Ely on Thursday. All are destined for Cambridge. Do you have any specific times that you would like me to look up?;SYSTEM;
2;The train should leave at 18:45;USER;find_train,
3;There's a train at 19:35 arriving Cambridge at 19:52. Would you like me to book it for you?;SYSTEM;
4;Is there any train leaving sooner?;USER;find_train,
5;No, there is not.;SYSTEM;
6;Okay go ahead and book the one for 19:35. I also need a hotel on the cheap side.;USER;find_train,find_hotel,
7;How many tickets will you be needing for the train?;SYSTEM;
8;just 1;USER;book_train,find_hotel,
9;Okay I have booked your train. What part of town would you like to stay in?;SYSTEM;
10;the center;USER;find_hotel,
11;Hi I recommend alexander bed and breakfast, a cheap 4 star restaurant in the center. Do you want me to book it for you ?;SYSTEM;
12;Does it have free parking?;USER;find_hotel,
13;Yes it does. Can I book it for you?;SYSTEM;
14;Yes, please. 5 people for 4 nights starting the same day as the train;USER;book_hotel,
15;You're all ready to go! The reference number is BH58JXS3 .;SYSTEM;
16;That you, that's all I need.;USER;
17;Glad I could be of help, thank you.;SYSTEM;
0;Are there any British restaurants in the centre?;USER;find_restaurant,
1;Oh yes I have quite a few. Did you have a preferred price range in mind?;SYSTEM;
2;I'd like an expensive restaurant please.;USER;find_restaurant,
3;I found three restaurants: Fitzbillies Restaurant, The Cambridge Chop House, or Midsummer House Restaurant. Would you like a table booked?;SYSTEM;
4;I want to make a booking at Fitzbillies Restaurant. It will be for 8 people on Friday at 12:00.;USER;book_restaurant,
5;I am sorry but they do not have any seating for 8 people at that time. Would you like to try another day or time?;SYSTEM;
6;Can we make it for 11:00?;USER;book_restaurant,
7;Sure, you're booked at 11:00 with reference number THSW3FKF . The table will be reserved for 15 minutes. May I help with anything else?;SYSTEM;
8;Thanks, that's all I need. Goodbye.;USER;
9;You're welcome. Enjoy!;SYSTEM;
0;Hello, I am looking for a restaurant in the east that serves Indian food.;USER;find_restaurant,
1;There are 4 results. Is a moderate or expensive price range better?;SYSTEM;
2;How about the moderate price range.;USER;find_restaurant,
3;There are 2 restaurants that meet your criteria - Curry Prince and Rajmahal;SYSTEM;
4;Can I get the address and postcode for Rajmahal please?;USER;find_restaurant,
5;Certainly! The address is 7 Barnwell Road Fen Ditton and the post code is, cb58rg. Can I assist with a reservation?;SYSTEM;
6;No, but I am also looking for a train. The train should go to cambridge and should arrive by 12:30.;USER;find_train,
7;Where will you be departing form and what day will you be traveling?;SYSTEM;
8;I am leaving on Tuesday from birmingham new street.;USER;find_train,
9;TR4373 will arrive at 12:23. Would you like a ticket?;SYSTEM;
10;Yes, I do need a ticket.;USER;book_train,
11;Okay, I have your ticket booked! I have your reference number. G033HRD0 . You can pay 75.09 GBP at the station. Anything else I can help you with?;SYSTEM;
12;Can you please tell what time the train leaves and the total travel time?;USER;book_train,
13;is leaves the station at 09:40 and will get you there by 12:23 and the total travel time is 163 minutes;SYSTEM;
14;Great. Thanks for all your help. Bye.;USER;
15;You're very welcome! Have a great day!;SYSTEM;
0;I am looking for a train leaving on Tuesday.;USER;find_train,
1;Sure, what stations are you traveling between?;SYSTEM;
2;I'm leaving from Leicester and should arrive in Cambridge by 13:45.;USER;find_train,
3;There are 7 trains that match your request. The first train leaves at 5:09. Do you want me to book that train or do you want information for other trains?;SYSTEM;
4;That's fine. I don't need a booking yet. You've given me the departure time. May I also have the ticket price and travel time, please?;USER;find_train,
5;Certainly. The travel time is 105 minutes and the price is 37.80 pounds. Is there anything else I can assist with?;SYSTEM;
6;I would like to visit a college in the city center.;USER;find_attraction,
7;I'd recommend christ's college. Would you like some information on it?;SYSTEM;
8;Yes. The entrance fee and the phone number please.;USER;find_attraction,
9;There's no charge for entry and their phone number is 01223334900. Is there anything else I can help you with today?;SYSTEM;
10;NO, that is all. Thank you, goodbye.;USER;
11;You are most welcome!;SYSTEM;
0;Can you please tell me about cherry hinton water play?;USER;find_attraction,
1;Yes, it is a park located at Cherry Hinton Hall, Cherry Hinton Road. Phone is 01223446100.;SYSTEM;
2;Thank you. Can you please tell me the area of town this is in?;USER;find_attraction,
3;Yes it is on the east side. Anyhting else I may help you with today?;SYSTEM;
4;I also need some help finding a place to dine at, can you look that up for me?;USER;find_restaurant,
5;Yes, could you tell me what type of food you would like and the part of town you prefer?;SYSTEM;
6;I want to eat in the south.;USER;find_restaurant,
7;I have 9 restaurants available. What type of food would you like?;SYSTEM;
8;I don't have a food preference.;USER;find_restaurant,
9;what about price range?;SYSTEM;
10;that should be moderate;USER;find_restaurant,
11;I have pizza hut cherry hinton located at G4 Cambridge Leisure Park Clifton Way Cherry Hinton. Would you like reservations?;SYSTEM;
12;I would for two people please.;USER;find_restaurant,
13;What day and time would you like to book the table?;SYSTEM;
14;Tuesday at... oh... 16:45.;USER;book_restaurant,
15;Your table is reserved, ref #OXGR059E . Can I help you with anything else today?;SYSTEM;
16;i need to find a taxi to commute me between these two paces that arrives at the restaurant by my booked time.;USER;find_taxi,book_restaurant,
17;You are all set! Be looking for a grey Audi. Anything else?;SYSTEM;
