turn_id;speaker;utterance;dialogue_act
2; USER ; That's too early. I need to leave after 15:15.;Train-Inform
3; SYSTEM ; The next best option will be TR0945 which leaves Cambridge at 17:00 and arrives at London Kings Cross at 17:51.;Train-Inform
4; USER ; Yes. Book that one for 8 people.;Train-Inform
5; SYSTEM ; I have ,ade the booking and here is the information:Booking was successful, the total fee is 188.8 GBP payable at the station . Reference number is : PYEQ37FS .;Train-OfferBooked
6; USER ; I'm also looking for a place to go in the centre.;Attraction-Inform
7; SYSTEM ; Sure, what type of attraction are you interested in?;Attraction-Request
8; USER ; I would like to go to a theatre. Can I please have the address, post code, and phone number to one that you recommend?;Attraction-Inform
9; SYSTEM ; I suggest the cambridge arts theatre. The address is 6 saint edward's passage. The post code is cb23pj and the phone number is 01223503333.;Attraction-Recommend
10; USER ; That works. I am all set.;general-bye
11; SYSTEM ; Have a wonderful day!;general-bye
0; USER ; I feel like spoiling myself so find me an expensive place to eat in the centre;Restaurant-Inform
1; SYSTEM ; What is your favorite kind of cuisine?;Restaurant-Request
2; USER ; Lets try some halal food?;Restaurant-Inform
3; SYSTEM ; I'm sorry, but I could not find any listings for restaurants serving halal style food. Do you have any other favorite types of cuisines?;Restaurant-NoOffer
4; USER ; Ok, well how about african food?;Restaurant-Inform
5; SYSTEM ; Bedouin is an African restaurant in the centre. It's expensive, but I hear it's great. Would you like me to book it for you?;Booking-Inform
6; USER ; Yes that would be wonderful. Could you reserve for 6 people at 17:15 on Monday?;Restaurant-Inform
7; SYSTEM ; It is all booked, reference number is HYTD7MDQ;Booking-Book
8; USER ; Thank you. I would also like to find a train, please.;Train-Inform
9; SYSTEM ; There are thousands of trains going in and out of Cambridge! Can you be a little more specific?;Train-Inform
10; USER ; I and going to Peterborough from Cambridge on Tuesday.;Train-Inform
11; SYSTEM ; Okay and what time would you like to leave?;Train-Request
12; USER ; I want to arrive by 19:00. I don't mind when I depart.;Train-Inform
13; SYSTEM ; The TR5009 fits your criteria. It arrives at 8:24. Would you like to book tickets?;Train-Inform
14; USER ; No thanks . I need the departure time and the ticket price.;Train-Request
15; SYSTEM ; I will look that up for you.;
16; USER ; Thank you for your time and help with this.;general-thank
17; SYSTEM ; Departure Time is 7:34 and the cost is $16.50 pounds for TR 5009.;Train-Inform
0; USER ; I am looking for an expensive place to eat.;Restaurant-Inform
1; SYSTEM ; We have plenty of high end expensive options in Cambridge, 57 to be exact. Anything I can do to narrow down your options?;Restaurant-Inform
2; USER ; Are there any Japanese restaurants in the centre of town?;Restaurant-Inform
3; SYSTEM ; There are not any expensive Japanese restaurants in the centre, but there is a moderately priced one. Would that work for you?;Booking-Inform
4; USER ; Could you check again for an expensive one?;Restaurant-Inform
5; SYSTEM ; It is wagamama, would you like a reservation?;Booking-Inform
6; USER ; Yes I need it Monday at 17:45 for 3 people.;Restaurant-Inform
7; SYSTEM ; Booking was successful. The table will be reserved for 15 minutes. Reference number is : D77JCGJ2 .;Booking-Book
8; USER ; Thanks. I'm also looking for hobsons house. Do you know where it is?;Hotel-Inform
9; SYSTEM ; Yes, that's a great guesthouse in the West. It's address is 96 barton road;Hotel-Inform
10; USER ; I would like to book rooms for the same group of people for 2 nights starting Monday.;Hotel-Inform
11; SYSTEM ; Booking was successful. Reference number is : SAI2FFES . can i be of more assistance?;Booking-Book
12; USER ; Yes I also need a taxi that will get me to the restaurant by the booked time please.;Restaurant-Inform
13; SYSTEM ; I booked a taxi for you. It's a blue Lexus. The contact number is 07689515988. Is there anything else I can assist you with?;Taxi-Inform
14; USER ; that is it for today. have a great day;general-thank
15; SYSTEM ; I'm glad I could help.;general-welcome
0; USER ; I'll be flying into Stansted Airport and need to find a train to Cambridge. Can you help me?;Train-Inform
1; SYSTEM ; Yes, I can. Do you have a day and time in mind?;Train-Request
2; USER ; After 13:30 on Tuesday, please.;Train-Inform
3; SYSTEM ; I have a train leaving Stansted Airport on Friday at 14:24. Is this an option you would like?;Train-Inform
4; USER ; yes, can you please make a booking for just me?;Train-Inform
5; SYSTEM ; I have booked you on Train TR2819 for 10.10 pounds. Your reference number is 6OWFNCJK .;Train-OfferBooked
6; USER ; I am also looking for an expensive indian restaurant.;Restaurant-Inform
7; SYSTEM ; Sure. We have a few options I think you would like. First, do you have a preference on the area?;Restaurant-Inform
8; USER ; Yes. I am looking for west.;Restaurant-Inform
9; SYSTEM ; I have 5 terrific Indian expensive restaurants. Would you like me to book one for you or would you like the list of names?;Booking-Inform
10; USER ; Yes can we book one of those restaurants for 1 at 16:45?;Restaurant-Inform
11; SYSTEM ; To clarify you wanted me to book a table on Friday?;Booking-Request
12; USER ; I am sorry. My train was supposed to be for tuesday as well as my restaurant reservation.;Restaurant-Inform
13; SYSTEM ; Alright, let me change your reservations around. I have booked the TR0135 train leaving at 14:24 on Tuesday from Stansted Airport for you, with a reference number of WH24DHNG .;Train-OfferBooked
14; USER ; Perfect. Then I'd like to reserve an expensive Indian restaurant for myself on Tuesday, as well.;Restaurant-Inform
15; SYSTEM ; Your reservation is set. The reference number is ADW35I6E . Can I help you with anything else?;Booking-Book
16; USER ; No, thank you for helping me with my trip. I will contact you again if I need anything else. Good bye.;general-bye
17; SYSTEM ; It was my pleasure. Have a wonderful evening. Goodbye.;general-bye
0; USER ; I am looking for a train from Cambridge to Birmingham New Street.;Train-Inform
1; SYSTEM ; The next train leaving from Cambridge for Birmingham New Street departs Friday at 5:01, and will arrive by 7:44.;Train-Inform
2; USER ; I need a train that departs after 08:30 on Friday.;Train-Inform
3; SYSTEM ; I have a train leaving Cambridge arriving at Birmingham New Street on Friday at 9:01. Would you like me to book this for you?;Train-Inform
4; USER ; Yes please, that sounds perfect.;Train-Inform
5; SYSTEM ; And how many tickets will you need for your trip?;Train-Request
6; USER ; Actually, I don't need booking. Please just give me the train's travel time and price.;Train-Request
7; SYSTEM ; The travel time is 163 minutes, and the price is 75.10 pounds. How else can I help?;Train-Inform
8; USER ; No thank you. Not at this time.;general-thank
9; SYSTEM ; Glad to be of help. Have a nice day. Bye.;general-bye
0; USER ; I am looking for a restaurant. The restaurant should be in the north and should serve italian food;Restaurant-Inform
1; SYSTEM ; da vinci pizzeria at 20 Milton Road Chesterton.;Restaurant-Inform
2; USER ; Is that restaurant cheap?;Restaurant-Inform
3; SYSTEM ; Yes the restaurant is cheap.;Restaurant-Inform
4; USER ; please get me the you get phone number and address;Restaurant-Request
5; SYSTEM ; The phone number is 01223351707 and the address is 20 Milton Road Chesterton. Would you like to make a reservation?;Booking-Inform
6; USER ; No thank you. I don't a reservation. That is all the info I need today.;general-thank
7; SYSTEM ; You're welcome. Please call us again and have a nice day.;general-bye
8; USER ; You, too. Thank you, goodbye now.;general-bye
9; SYSTEM ; Thank you for allowing me to help you, have a great day.;general-bye
0; USER ; i need a place to go and should be a museum;Attraction-Inform
1; SYSTEM ; Okay! There are several museums in Cambridge. What part of town would you like to visit?;Attraction-Inform
2; USER ; How about ones in the centre, what's available?;Attraction-Inform
3; SYSTEM ; There's 11 different museums in the centre. Would you like a recommendation?;Attraction-Inform
4; USER ; Yes, and if you can tell me it's entrance fee, that'd be great.;Attraction-Request
5; SYSTEM ; The entrance fee is free. is there anything else;Attraction-Inform
6; USER ; Could you give me the name of the museum?;Attraction-Request
7; SYSTEM ; My favorite free museum is the Broughton House Gallery at 98 King Street.;Attraction-Recommend
8; USER ; Can I have the info of this place thank you;general-thank
9; SYSTEM ; What would you like to know?;general-reqmore
10; USER ; Oh thank you for the name of the museum and what part of the area is this museum in? I'd also like information about the Lensfield Hotel.;Attraction-Request
11; SYSTEM ; The museum is in the center part of time. The lensfield hotel is in the south, it's expensive, three stars and has free wifi and parking.;Attraction-Inform
12; USER ; Does the museum have an entrance fee?;Attraction-Request
13; SYSTEM ; No it does not have an entrance fee;Attraction-Inform
14; USER ; I need a taxi after the attraction you get contact number and car type;Taxi-Request
15; SYSTEM ; I can certainly book that for you. What time would you like to be picked up?;Taxi-Request
16; USER ; I would like to leave the museum by 16:45;Taxi-Inform
17; SYSTEM ; Yor taxi is a blue Lexus. The contact number is 07703215621;Taxi-Inform
18; USER ; Thank you very much. That is all for today.;general-thank
19; SYSTEM ; Great! Have a fun trip!;general-bye
0; USER ; Please help me book a taxi to nandos;Taxi-Inform
1; SYSTEM ; Sure. What is your departure site?;Taxi-Request
2; USER ; I'm leaving from riverboat georgina.;Taxi-Inform
3; SYSTEM ; Okay, and what time would you like to leave or arrive by?;Taxi-Request
4; USER ; I would like to leave after 09:45.;Taxi-Inform
5; SYSTEM ; Okay I have a yellow lexus with the contact number 07014284224.;Taxi-Inform
6; USER ; Thank you that is all I need.;general-thank
7; SYSTEM ; Have a good day. Thank you for using Cambridge TownInfo centre. Goodbye.;general-bye
0; USER ; I need to dine at some place expensive in the east.;Restaurant-Inform
1; SYSTEM ; There are five restaurants available. Is there a specific type of food you like?;Restaurant-Inform
2; USER ; I would like to try Indian food.;Restaurant-Inform
3; SYSTEM ; There are two in the area. I recommend pipasha restaurant would you like more information or for me to book it for you?;Booking-Inform
4; USER ; I need to book a table for 5 people at 19:45 on thursday;Restaurant-Inform
5; SYSTEM ; Booking was successful. The table will be reserved for 15 minutes. Reference number is : 6X61ZYW2 .;Booking-Book
6; USER ; Thank you very much, that's all I need!;general-thank
7; SYSTEM ; Have a great day!;general-bye
0; USER ; Do you have information on the alpha-milton guest house?;Hotel-Inform
1; SYSTEM ; The Alpha-Milton Guest House is a moderately priced 3 star guesthouse on the north end. The address is 63 milton road, postcode cb41xa. Their phone number is 01223311625.;Hotel-Inform
